sample_number,site,element,value,group
47,Agriculture,Bi,0.29,geochem
47,Agriculture,Ca,1.31,geochem
47,Agriculture,Cd,0.57,geochem
47,Agriculture,Ce,37.7,geochem
47,Agriculture,Co,8.3,geochem
47,Agriculture,Cr,25,geochem
47,Agriculture,Cs,0.89,geochem
47,Agriculture,Cu,25.5,geochem
47,Agriculture,Fe,1.92,geochem
47,Agriculture,Ga,4.37,geochem
47,Agriculture,Hf,0.2,geochem
47,Agriculture,Hg,0.04,geochem
47,Agriculture,In,0.03,geochem
47,Agriculture,K,0.29,geochem
47,Agriculture,La,19.1,geochem
47,Agriculture,Li,14.6,geochem
47,Agriculture,Mg,0.62,geochem
47,Agriculture,Mn,725,geochem
47,Agriculture,Mo,0.61,geochem
47,Agriculture,Nb,0.73,geochem
47,Agriculture,Ni,27.1,geochem
47,Agriculture,P,640,geochem
47,Agriculture,Pb,12.4,geochem
47,Agriculture,Rb,24.1,geochem
47,Agriculture,S,0.05,geochem
47,Agriculture,Sb,0.4,geochem
47,Agriculture,Sc,3.2,geochem
47,Agriculture,Se,1.1,geochem
47,Agriculture,Sn,0.6,geochem
47,Agriculture,Sr,39.7,geochem
47,Agriculture,Te,0.04,geochem
47,Agriculture,Th,2.7,geochem
47,Agriculture,Tl,0.22,geochem
47,Agriculture,U,1.42,geochem
47,Agriculture,V,67,geochem
47,Agriculture,Y,11.65,geochem
47,Agriculture,Zn,106,geochem
47,Agriculture,Zr,7.5,geochem
48,Agriculture,Ag,0.11,geochem
48,Agriculture,Al,1.36,geochem
48,Agriculture,As,9.1,geochem
48,Agriculture,B,30,geochem
48,Agriculture,Ba,140,geochem
48,Agriculture,Be,1.02,geochem
48,Agriculture,Bi,0.26,geochem
48,Agriculture,Ca,1.54,geochem
48,Agriculture,Cd,0.58,geochem
48,Agriculture,Ce,38.2,geochem
48,Agriculture,Co,8.7,geochem
48,Agriculture,Cr,26,geochem
48,Agriculture,Cs,1.07,geochem
48,Agriculture,Cu,24.5,geochem
48,Agriculture,Fe,2.04,geochem
48,Agriculture,Ga,4.59,geochem
48,Agriculture,Hf,0.19,geochem
48,Agriculture,Hg,0.05,geochem
48,Agriculture,In,0.03,geochem
48,Agriculture,K,0.28,geochem
48,Agriculture,La,19.3,geochem
48,Agriculture,Li,15.4,geochem
48,Agriculture,Mg,0.76,geochem
48,Agriculture,Mn,866,geochem
48,Agriculture,Mo,0.67,geochem
48,Agriculture,Nb,0.6,geochem
48,Agriculture,Ni,27.5,geochem
48,Agriculture,P,600,geochem
48,Agriculture,Pb,12.4,geochem
48,Agriculture,Rb,26.7,geochem
48,Agriculture,S,0.04,geochem
48,Agriculture,Sb,0.42,geochem
48,Agriculture,Sc,3.6,geochem
48,Agriculture,Se,0.8,geochem
48,Agriculture,Sn,0.7,geochem
48,Agriculture,Sr,43.4,geochem
48,Agriculture,Te,0.05,geochem
48,Agriculture,Th,3.4,geochem
48,Agriculture,Tl,0.24,geochem
48,Agriculture,U,1.51,geochem
48,Agriculture,V,72,geochem
48,Agriculture,Y,11.9,geochem
48,Agriculture,Zn,103,geochem
48,Agriculture,Zr,7.4,geochem
49,Agriculture,Ag,0.11,geochem
49,Agriculture,Al,1.35,geochem
49,Agriculture,As,7,geochem
49,Agriculture,B,30,geochem
49,Agriculture,Ba,130,geochem
49,Agriculture,Be,0.96,geochem
49,Agriculture,Bi,0.25,geochem
49,Agriculture,Ca,1.68,geochem
49,Agriculture,Cd,0.48,geochem
49,Agriculture,Ce,38.5,geochem
49,Agriculture,Co,7.8,geochem
49,Agriculture,Cr,25,geochem
49,Agriculture,Cs,1.05,geochem
49,Agriculture,Cu,24.1,geochem
49,Agriculture,Fe,1.86,geochem
49,Agriculture,Ga,4.63,geochem
49,Agriculture,Hf,0.17,geochem
49,Agriculture,Hg,0.05,geochem
49,Agriculture,In,0.033,geochem
49,Agriculture,K,0.28,geochem
49,Agriculture,La,19.6,geochem
49,Agriculture,Li,15.6,geochem
49,Agriculture,Mg,0.8,geochem
49,Agriculture,Mn,700,geochem
49,Agriculture,Mo,0.48,geochem
49,Agriculture,Nb,0.6,geochem
49,Agriculture,Ni,25.9,geochem
49,Agriculture,P,610,geochem
49,Agriculture,Pb,11.6,geochem
49,Agriculture,Rb,25.8,geochem
49,Agriculture,S,0.04,geochem
49,Agriculture,Sb,0.35,geochem
49,Agriculture,Sc,3.8,geochem
49,Agriculture,Se,0.7,geochem
49,Agriculture,Sn,0.7,geochem
49,Agriculture,Sr,46.6,geochem
49,Agriculture,Te,0.05,geochem
49,Agriculture,Th,3.5,geochem
49,Agriculture,Tl,0.24,geochem
49,Agriculture,U,1.23,geochem
49,Agriculture,V,70,geochem
49,Agriculture,Y,11.9,geochem
49,Agriculture,Zn,97,geochem
49,Agriculture,Zr,7.2,geochem
1,Agriculture,X_col,26.04667009,colour
1,Agriculture,Y_col,22.64945827,colour
1,Agriculture,Z_col,6.261949207,colour
1,Agriculture,x_col,0.473937067,colour
1,Agriculture,y_col,0.412122463,colour
1,Agriculture,u_col,8.498822627,colour
1,Agriculture,v_col,4.129065399,colour
1,Agriculture,L_col,54.70941794,colour
1,Agriculture,a_col,3.483864811,colour
1,Agriculture,b_col,9.430118323,colour
1,Agriculture,h_col,1.216908888,colour
1,Agriculture,c_col,10.0530814,colour
1,Agriculture,R_col,139.5766673,colour
1,Agriculture,G_col,128.3601118,colour
1,Agriculture,B_col,114.4061794,colour
2,Agriculture,X_col,20.79669635,colour
2,Agriculture,Y_col,18.07517926,colour
2,Agriculture,Z_col,5.025685453,colour
2,Agriculture,x_col,0.473755166,colour
2,Agriculture,y_col,0.411758167,colour
2,Agriculture,u_col,7.736120275,colour
2,Agriculture,v_col,3.636074146,colour
2,Agriculture,L_col,49.5871652,colour
2,Agriculture,a_col,3.27919427,colour
2,Agriculture,b_col,8.549732684,colour
2,Agriculture,h_col,1.204556596,colour
2,Agriculture,c_col,9.15702157,colour
2,Agriculture,R_col,125.8404215,colour
2,Agriculture,G_col,115.5502561,colour
2,Agriculture,B_col,103.2379763,colour
3,Agriculture,X_col,22.26083806,colour
3,Agriculture,Y_col,19.32395302,colour
3,Agriculture,Z_col,5.323452697,colour
3,Agriculture,x_col,0.474561319,colour
3,Agriculture,y_col,0.411952174,colour
3,Agriculture,u_col,8.254176119,colour
3,Agriculture,v_col,3.874093908,colour
3,Agriculture,L_col,51.0640814,colour
3,Agriculture,a_col,3.472868226,colour
3,Agriculture,b_col,9.071154428,colour
3,Agriculture,h_col,1.205163524,colour
3,Agriculture,c_col,9.7132207,colour
3,Agriculture,R_col,130.0694241,colour
3,Agriculture,G_col,119.1201322,colour
3,Agriculture,B_col,105.9797757,colour
4,Agriculture,X_col,22.18207709,colour
4,Agriculture,Y_col,19.11919243,colour
4,Agriculture,Z_col,5.047525953,colour
4,Agriculture,x_col,0.478590152,colour
4,Agriculture,y_col,0.412506781,colour
4,Agriculture,u_col,9.774413105,colour
4,Agriculture,v_col,4.397930766,colour
4,Agriculture,L_col,50.82636483,colour
4,Agriculture,a_col,4.152086868,colour
4,Agriculture,b_col,10.53507899,colour
4,Agriculture,h_col,1.195369044,colour
4,Agriculture,c_col,11.32376769,colour
4,Agriculture,R_col,130.9540897,colour
4,Agriculture,G_col,118.0209488,colour
4,Agriculture,B_col,102.8836539,colour
5,Agriculture,X_col,19.12352286,colour
5,Agriculture,Y_col,16.55023822,colour
5,Agriculture,Z_col,4.496628382,colour
5,Agriculture,x_col,0.47606018,colour
5,Agriculture,y_col,0.41200094,colour
5,Agriculture,u_col,8.298148225,colour
5,Agriculture,v_col,3.770285667,colour
5,Agriculture,L_col,47.68826319,colour
5,Agriculture,a_col,3.579259779,colour
5,Agriculture,b_col,9.080611426,colour
5,Agriculture,h_col,1.195330166,colour
5,Agriculture,c_col,9.760563735,colour
5,Agriculture,R_col,121.6471004,colour
5,Agriculture,G_col,110.5912984,colour
5,Agriculture,B_col,97.69627484,colour
6,Agriculture,X_col,30.61770195,colour
6,Agriculture,Y_col,26.68776227,colour
6,Agriculture,Z_col,7.411717737,colour
6,Agriculture,x_col,0.473100049,colour
6,Agriculture,y_col,0.412375222,colour
6,Agriculture,u_col,8.612578642,colour
6,Agriculture,v_col,4.405061003,colour
6,Agriculture,L_col,58.68419588,colour
6,Agriculture,a_col,3.421415787,colour
6,Agriculture,b_col,9.781809287,colour
6,Agriculture,h_col,1.234323475,colour
6,Agriculture,c_col,10.36290881,colour
6,Agriculture,R_col,149.9326475,colour
6,Agriculture,G_col,138.6293386,colour
6,Agriculture,B_col,123.7843531,colour
7,Agriculture,X_col,24.32050763,colour
7,Agriculture,Y_col,21.1109507,colour
7,Agriculture,Z_col,5.792502737,colour
7,Agriculture,x_col,0.474787719,colour
7,Agriculture,y_col,0.412130383,colour
7,Agriculture,u_col,8.622724536,colour
7,Agriculture,v_col,4.096379855,colour
7,Agriculture,L_col,53.07070991,colour
7,Agriculture,a_col,3.581244897,colour
7,Agriculture,b_col,9.488952728,colour
7,Agriculture,h_col,1.20991268,colour
7,Agriculture,c_col,10.14226498,colour
7,Agriculture,R_col,135.5168469,colour
7,Agriculture,G_col,124.1155527,colour
7,Agriculture,B_col,110.223637,colour
8,Agriculture,X_col,24.58906604,colour
8,Agriculture,Y_col,21.33591312,colour
8,Agriculture,Z_col,5.794589493,colour
8,Agriculture,x_col,0.475430609,colour
8,Agriculture,y_col,0.412530763,colour
8,Agriculture,u_col,8.822498127,colour
8,Agriculture,v_col,4.287330175,colour
8,Agriculture,L_col,53.31518722,colour
8,Agriculture,a_col,3.632437255,colour
8,Agriculture,b_col,9.897305917,colour
8,Agriculture,h_col,1.219046517,colour
8,Agriculture,c_col,10.54283002,colour
8,Agriculture,R_col,136.3245189,colour
8,Agriculture,G_col,124.6994203,colour
8,Agriculture,B_col,110.1076706,colour
9,Agriculture,X_col,24.68196388,colour
9,Agriculture,Y_col,21.48334477,colour
9,Agriculture,Z_col,5.999829032,colour
9,Agriculture,x_col,0.473150556,colour
9,Agriculture,y_col,0.411833376,colour
9,Agriculture,u_col,8.045398638,colour
9,Agriculture,v_col,3.877187013,colour
9,Agriculture,L_col,53.4744774,colour
9,Agriculture,a_col,3.326192969,colour
9,Agriculture,b_col,8.89281161,colour
9,Agriculture,h_col,1.212874894,colour
9,Agriculture,c_col,9.494506727,colour
9,Agriculture,R_col,135.9786925,colour
9,Agriculture,G_col,125.3294002,colour
9,Agriculture,B_col,112.2629455,colour
10,Agriculture,X_col,27.94180529,colour
10,Agriculture,Y_col,24.24790205,colour
10,Agriculture,Z_col,6.540954276,colour
10,Agriculture,x_col,0.4757618,colour
10,Agriculture,y_col,0.412866148,colour
10,Agriculture,u_col,9.365245385,colour
10,Agriculture,v_col,4.659337633,colour
10,Agriculture,L_col,56.33514875,colour
10,Agriculture,a_col,3.778464022,colour
10,Agriculture,b_col,10.58673861,colour
10,Agriculture,h_col,1.227983011,colour
10,Agriculture,c_col,11.24081068,colour
10,Agriculture,R_col,144.5876551,colour
10,Agriculture,G_col,132.305195,colour
10,Agriculture,B_col,116.4352785,colour
11,Agriculture,X_col,25.45078168,colour
11,Agriculture,Y_col,22.14114574,colour
11,Agriculture,Z_col,6.095394859,colour
11,Agriculture,x_col,0.47405571,colour
11,Agriculture,y_col,0.412409202,colour
11,Agriculture,u_col,8.376458481,colour
11,Agriculture,v_col,4.177629724,colour
11,Agriculture,L_col,54.1764432,colour
11,Agriculture,a_col,3.412204839,colour
11,Agriculture,b_col,9.517436589,colour
11,Agriculture,h_col,1.226550308,colour
11,Agriculture,c_col,10.11062516,colour
11,Agriculture,R_col,138.0817649,colour
11,Agriculture,G_col,127.0542359,colour
11,Agriculture,B_col,112.9070067,colour
12,Agriculture,X_col,24.64868581,colour
12,Agriculture,Y_col,21.46909446,colour
12,Agriculture,Z_col,6.019582328,colour
12,Agriculture,x_col,0.47276434,colour
12,Agriculture,y_col,0.411779449,colour
12,Agriculture,u_col,7.886251791,colour
12,Agriculture,v_col,3.821263514,colour
12,Agriculture,L_col,53.45911276,colour
12,Agriculture,a_col,3.25627947,colour
12,Agriculture,b_col,8.744758574,colour
12,Agriculture,h_col,1.214334032,colour
12,Agriculture,c_col,9.331353519,colour
12,Agriculture,R_col,135.7818303,colour
12,Agriculture,G_col,125.34186,colour
12,Agriculture,B_col,112.4805341,colour
13,Agriculture,X_col,26.49565861,colour
13,Agriculture,Y_col,23.12080266,colour
13,Agriculture,Z_col,6.550808088,colour
13,Agriculture,x_col,0.471727732,colour
13,Agriculture,y_col,0.411641921,colour
13,Agriculture,u_col,7.705563999,colour
13,Agriculture,v_col,3.795532391,colour
13,Agriculture,L_col,55.19655146,colour
13,Agriculture,a_col,3.145349855,colour
13,Agriculture,b_col,8.566357563,colour
13,Agriculture,h_col,1.218903772,colour
13,Agriculture,c_col,9.125552455,colour
13,Agriculture,R_col,140.0462591,colour
13,Agriculture,G_col,129.8554498,colour
13,Agriculture,B_col,117.1383736,colour
14,Agriculture,X_col,21.99502955,colour
14,Agriculture,Y_col,19.08455109,colour
14,Agriculture,Z_col,5.245604544,colour
14,Agriculture,x_col,0.474796365,colour
14,Agriculture,y_col,0.411969235,colour
14,Agriculture,u_col,8.304772182,colour
14,Agriculture,v_col,3.88076777,colour
14,Agriculture,L_col,50.78598037,colour
14,Agriculture,a_col,3.502534381,colour
14,Agriculture,b_col,9.113636888,colour
14,Agriculture,h_col,1.203881611,colour
14,Agriculture,c_col,9.763509841,colour
14,Agriculture,R_col,129.4175804,colour
14,Agriculture,G_col,118.3979807,colour
14,Agriculture,B_col,105.2217256,colour
15,Agriculture,X_col,22.24615265,colour
15,Agriculture,Y_col,19.36928857,colour
15,Agriculture,Z_col,5.467082819,colour
15,Agriculture,x_col,0.47249278,colour
15,Agriculture,y_col,0.411390191,colour
15,Agriculture,u_col,7.543482546,colour
15,Agriculture,v_col,3.528683852,colour
15,Agriculture,L_col,51.11648634,colour
15,Agriculture,a_col,3.182640956,colour
15,Agriculture,b_col,8.211678338,colour
15,Agriculture,h_col,1.20104686,colour
15,Agriculture,c_col,8.806864628,colour
15,Agriculture,R_col,129.5081194,colour
15,Agriculture,G_col,119.4639389,colour
15,Agriculture,B_col,107.5968208,colour
16,Agriculture,X_col,20.75438321,colour
16,Agriculture,Y_col,18.02682804,colour
16,Agriculture,Z_col,5.010689654,colour
16,Agriculture,x_col,0.473932001,colour
16,Agriculture,y_col,0.411647534,colour
16,Agriculture,u_col,7.8340776,colour
16,Agriculture,v_col,3.622130109,colour
16,Agriculture,L_col,49.52863094,colour
16,Agriculture,a_col,3.337411272,colour
16,Agriculture,b_col,8.552883343,colour
16,Agriculture,h_col,1.198758938,colour
16,Agriculture,c_col,9.180965498,colour
16,Agriculture,R_col,125.7950176,colour
16,Agriculture,G_col,115.3608062,colour
16,Agriculture,B_col,103.0959309,colour
17,Agriculture,X_col,21.81629958,colour
17,Agriculture,Y_col,19.00237302,colour
17,Agriculture,Z_col,5.404377927,colour
17,Agriculture,x_col,0.471978793,colour
17,Agriculture,y_col,0.411101665,colour
17,Agriculture,u_col,7.348742695,colour
17,Agriculture,v_col,3.375955614,colour
17,Agriculture,L_col,50.68998232,colour
17,Agriculture,a_col,3.124946223,colour
17,Agriculture,b_col,7.888924155,colour
17,Agriculture,h_col,1.193640825,colour
17,Agriculture,c_col,8.485305724,colour
17,Agriculture,R_col,128.245247,colour
17,Agriculture,G_col,118.4311549,colour
17,Agriculture,B_col,107.1056023,colour
18,Agriculture,X_col,22.75326125,colour
18,Agriculture,Y_col,19.90138221,colour
18,Agriculture,Z_col,5.767616285,colour
18,Agriculture,x_col,0.469892594,colour
18,Agriculture,y_col,0.410996561,colour
18,Agriculture,u_col,6.620735345,colour
18,Agriculture,v_col,3.205748754,colour
18,Agriculture,L_col,51.7255285,colour
18,Agriculture,a_col,2.763160496,colour
18,Agriculture,b_col,7.326856494,colour
18,Agriculture,h_col,1.210161587,colour
18,Agriculture,c_col,7.830573543,colour
18,Agriculture,R_col,130.1274009,colour
18,Agriculture,G_col,121.3070428,colour
18,Agriculture,B_col,110.6255106,colour
19,Agriculture,X_col,23.44205701,colour
19,Agriculture,Y_col,20.42698439,colour
19,Agriculture,Z_col,5.762523885,colour
19,Agriculture,x_col,0.472321533,colour
19,Agriculture,y_col,0.411572439,colour
19,Agriculture,u_col,7.587488687,colour
19,Agriculture,v_col,3.640771418,colour
19,Agriculture,L_col,52.31657337,colour
19,Agriculture,a_col,3.159634403,colour
19,Agriculture,b_col,8.37811853,colour
19,Agriculture,h_col,1.210160137,colour
19,Agriculture,c_col,8.954114119,colour
19,Agriculture,R_col,132.5837749,colour
19,Agriculture,G_col,122.51338,colour
19,Agriculture,B_col,110.2761605,colour
20,Agriculture,X_col,25.33898475,colour
20,Agriculture,Y_col,21.99703344,colour
20,Agriculture,Z_col,5.993159083,colour
20,Agriculture,x_col,0.47514299,colour
20,Agriculture,y_col,0.41247652,colour
20,Agriculture,u_col,8.826393825,colour
20,Agriculture,v_col,4.299361615,colour
20,Agriculture,L_col,54.02385684,colour
20,Agriculture,a_col,3.621345681,colour
20,Agriculture,b_col,9.881124839,colour
20,Agriculture,h_col,1.219506179,colour
20,Agriculture,c_col,10.5238193,colour
20,Agriculture,R_col,138.1376955,colour
20,Agriculture,G_col,126.5102927,colour
20,Agriculture,B_col,111.9004777,colour
21,Agriculture,X_col,24.42552518,colour
21,Agriculture,Y_col,21.18587442,colour
21,Agriculture,Z_col,5.802349384,colour
21,Agriculture,x_col,0.475077691,colour
21,Agriculture,y_col,0.412066322,colour
21,Agriculture,u_col,8.786734918,colour
21,Agriculture,v_col,4.11636141,colour
21,Agriculture,L_col,53.15232513,colour
21,Agriculture,a_col,3.662509899,colour
21,Agriculture,b_col,9.567601812,colour
21,Agriculture,h_col,1.205201987,colour
21,Agriculture,c_col,10.24465632,colour
21,Agriculture,R_col,135.8896788,colour
21,Agriculture,G_col,124.2623262,colour
21,Agriculture,B_col,110.2965856,colour
22,Agriculture,X_col,22.80852858,colour
22,Agriculture,Y_col,19.86111095,colour
22,Agriculture,Z_col,5.616790835,colour
22,Agriculture,x_col,0.472358971,colour
22,Agriculture,y_col,0.411318683,colour
22,Agriculture,u_col,7.590519316,colour
22,Agriculture,v_col,3.535774626,colour
22,Agriculture,L_col,51.67981585,colour
22,Agriculture,a_col,3.198598812,colour
22,Agriculture,b_col,8.210457929,colour
22,Agriculture,h_col,1.199308176,colour
22,Agriculture,c_col,8.811506895,colour
22,Agriculture,R_col,130.9815944,colour
22,Agriculture,G_col,120.873647,colour
22,Agriculture,B_col,108.9974145,colour
23,Agriculture,X_col,30.53079665,colour
23,Agriculture,Y_col,26.62204138,colour
23,Agriculture,Z_col,7.438331857,colour
23,Agriculture,x_col,0.472677561,colour
23,Agriculture,y_col,0.412162242,colour
23,Agriculture,u_col,8.469934799,colour
23,Agriculture,v_col,4.290497764,colour
23,Agriculture,L_col,58.62284009,colour
23,Agriculture,a_col,3.377777416,colour
23,Agriculture,b_col,9.533776922,colour
23,Agriculture,h_col,1.230299624,colour
23,Agriculture,c_col,10.11445909,colour
23,Agriculture,R_col,149.6380953,colour
23,Agriculture,G_col,138.5026759,colour
23,Agriculture,B_col,124.07486659999999,colour
24,Agriculture,X_col,23.0286041,colour
24,Agriculture,Y_col,20.08028745,colour
24,Agriculture,Z_col,5.729848656,colour
24,Agriculture,x_col,0.471523303,colour
24,Agriculture,y_col,0.411154902,colour
24,Agriculture,u_col,7.311842781,colour
24,Agriculture,v_col,3.425441513,colour
24,Agriculture,L_col,51.92786494,colour
24,Agriculture,a_col,3.07493732,colour
24,Agriculture,b_col,7.915117708,colour
24,Agriculture,h_col,1.200252314,colour
24,Agriculture,c_col,8.491426726,colour
24,Agriculture,R_col,131.3342398,colour
24,Agriculture,G_col,121.59092,colour
24,Agriculture,B_col,110.1227126,colour
25,Agriculture,X_col,20.72926985,colour
25,Agriculture,Y_col,17.93217012,colour
25,Agriculture,Z_col,4.816989792,colour
25,Agriculture,x_col,0.476771355,colour
25,Agriculture,y_col,0.412438311,colour
25,Agriculture,u_col,8.763922536,colour
25,Agriculture,v_col,4.081834748,colour
25,Agriculture,L_col,49.41373381,colour
25,Agriculture,a_col,3.717340443,colour
25,Agriculture,b_col,9.718136065,colour
25,Agriculture,h_col,1.205452811,colour
25,Agriculture,c_col,10.40484447,colour
25,Agriculture,R_col,126.4075061,colour
25,Agriculture,G_col,114.7965062,colour
25,Agriculture,B_col,100.8067841,colour
26,Agriculture,X_col,20.27668849,colour
26,Agriculture,Y_col,17.63456123,colour
26,Agriculture,Z_col,4.961390875,colour
26,Agriculture,x_col,0.472951706,colour
26,Agriculture,y_col,0.411324355,colour
26,Agriculture,u_col,7.448071518,colour
26,Agriculture,v_col,3.414470802,colour
26,Agriculture,L_col,49.0498364,colour
26,Agriculture,a_col,3.191517178,colour
26,Agriculture,b_col,8.070982615,colour
26,Agriculture,h_col,1.194234889,colour
26,Agriculture,c_col,8.679086488,colour
26,Agriculture,R_col,124.2178024,colour
26,Agriculture,G_col,114.2679798,colour
26,Agriculture,B_col,102.749874,colour
27,Agriculture,X_col,25.21546366,colour
27,Agriculture,Y_col,21.90080412,colour
27,Agriculture,Z_col,5.993704267,colour
27,Agriculture,x_col,0.474778327,colour
27,Agriculture,y_col,0.412367081,colour
27,Agriculture,u_col,8.679473818,colour
27,Agriculture,v_col,4.223593151,colour
27,Agriculture,L_col,53.92159763,colour
27,Agriculture,a_col,3.564981955,colour
27,Agriculture,b_col,9.701454699,colour
27,Agriculture,h_col,1.218644641,colour
27,Agriculture,c_col,10.33573024,colour
27,Agriculture,R_col,137.7342105,colour
27,Agriculture,G_col,126.291478,colour
27,Agriculture,B_col,111.9604677,colour
28,Agriculture,X_col,25.52417486,colour
28,Agriculture,Y_col,22.12849295,colour
28,Agriculture,Z_col,5.990679288,colour
28,Agriculture,x_col,0.475812496,colour
28,Agriculture,y_col,0.412511414,colour
28,Agriculture,u_col,9.143715744,colour
28,Agriculture,v_col,4.391143714,colour
28,Agriculture,L_col,54.16307296,colour
28,Agriculture,a_col,3.763594342,colour
28,Agriculture,b_col,10.13644351,colour
28,Agriculture,h_col,1.215279252,colour
28,Agriculture,c_col,10.81259125,colour
28,Agriculture,R_col,138.806859,colour
28,Agriculture,G_col,126.759162,colour
28,Agriculture,B_col,111.8079149,colour
29,Agriculture,X_col,19.91131403,colour
29,Agriculture,Y_col,17.34733176,colour
29,Agriculture,Z_col,4.977477052,colour
29,Agriculture,x_col,0.471428547,colour
29,Agriculture,y_col,0.410722637,colour
29,Agriculture,u_col,6.944429309,colour
29,Agriculture,v_col,3.0993479330000002,colour
29,Agriculture,L_col,48.69472691,colour
29,Agriculture,a_col,3.008517442,colour
29,Agriculture,b_col,7.346356795,colour
29,Agriculture,h_col,1.182105728,colour
29,Agriculture,c_col,7.93852224,colour
29,Agriculture,R_col,122.8398126,colour
29,Agriculture,G_col,113.5120098,colour
29,Agriculture,B_col,103.1278967,colour
30,Agriculture,X_col,24.45129865,colour
30,Agriculture,Y_col,21.4390705,colour
30,Agriculture,Z_col,6.350796237,colour
30,Agriculture,x_col,0.468046577,colour
30,Agriculture,y_col,0.410386528,colour
30,Agriculture,u_col,6.201560362,colour
30,Agriculture,v_col,2.95629926,colour
30,Agriculture,L_col,53.42671874,colour
30,Agriculture,a_col,2.58586964,colour
30,Agriculture,b_col,6.689081351,colour
30,Agriculture,h_col,1.201911583,colour
30,Agriculture,c_col,7.171508287,colour
30,Agriculture,R_col,134.0385708,colour
30,Agriculture,G_col,125.7488297,colour
30,Agriculture,B_col,115.9882066,colour
31,Agriculture,X_col,21.05698409,colour
31,Agriculture,Y_col,18.36610064,colour
31,Agriculture,Z_col,5.265462563,colour
31,Agriculture,x_col,0.471194195,colour
31,Agriculture,y_col,0.410980033,colour
31,Agriculture,u_col,6.945356126,colour
31,Agriculture,v_col,3.21875275,colour
31,Agriculture,L_col,49.93717087,colour
31,Agriculture,a_col,2.958707859,colour
31,Agriculture,b_col,7.516537432,colour
31,Agriculture,h_col,1.195796446,colour
31,Agriculture,c_col,8.077888781,colour
31,Agriculture,R_col,125.9472412,colour
31,Agriculture,G_col,116.6599032,colour
31,Agriculture,B_col,105.8823071,colour
32,Agriculture,X_col,22.93837376,colour
32,Agriculture,Y_col,20.01218016,colour
32,Agriculture,Z_col,5.734089023,colour
32,Agriculture,x_col,0.471162411,colour
32,Agriculture,y_col,0.411057347,colour
32,Agriculture,u_col,7.173495215,colour
32,Agriculture,v_col,3.358618081,colour
32,Agriculture,L_col,51.85097987,colour
32,Agriculture,a_col,3.019411515,colour
32,Agriculture,b_col,7.755625643,colour
32,Agriculture,h_col,1.199531585,colour
